customer_code,account_status,activation_date,pay_status,whatsapp_hash,plan,max_devices,ads_enabled,expires_at,allowed_features,device_identifier,activation_challenge
"270717","active","16/08/2026","ok","4EA6E1453ED570DB4C7E995421005AA478C9332BA7C16C56130ADED11F902C9A","Active","4","no","15/08/2027","Devices:4; Ads:No; Deadline:1 year renewal","47E83188738460223A00C26E2E4BB6F4CC9CC5EF","8E8234809B"
